,Company,Style,Price,Star Ratings List,Size,Country of Manufacturer,Units Sold,Units Returned,Months on Market,Sales Trend,Average Star Rating
166,Comfort Fit,jogger,64.78,"[2.0, 5.0, 1.8, 1.2, 3.7, 1.2, 4.4, 1.4, 5.0, 2.8]",M,Vietnam,2933,52,8,Increasing,1.445187058954756
167,Trendy Tailors,paper bag,39.45,"[1.5, 1.0, 5.0, 3.8, 4.8, 2.2, 3.7, 2.7, 5.0, 3.6]",XS,Mexico,5070,106,20,Stable,1.8361408309936622
168,Blue Threads,tapered,55.64,"[1.2, 5.0, 3.5, 5.0, 2.3, 2.0, 1.6, 4.1, 3.1, 4.4]",M,USA,7042,353,1,Stable,1.7432126128170133
169,Urban Style,flared,100.13999999999999,"[2.5, 3.0, 5.0, 3.7, 1.4, 4.0, 4.6, 2.5, 2.8, 2.8]",M,Turkey,2582,67,7,Decreasing,1.7515761848244589
170,Trendy Tailors,sailor,55.510000000000005,"[4.2, 4.7, 1.6, 5.0, 5.0, 1.5, 1.2, 3.9, 3.8, 2.6]",S,USA,5721,145,6,Increasing,1.8532590179085613
171,Denim Co.,trouser,64.72,"[5.0, 4.5, 1.2, 3.8, 4.7, 3.9, 3.9, 3.9, 3.6, 3.8]",XL,USA,6356,195,33,Decreasing,2.2861895919620774
172,Retro Wear,cropped,107.44,"[5.0, 3.2, 3.1, 4.5, 5.0, 1.1, 5.0, 5.0, 1.7, 2.2]",XL,Turkey,1276,126,22,Stable,2.0552310804041167
173,Denim Co.,paper bag,29.830000000000002,"[4.9, 2.7, 4.3, 2.7, 1.1, 4.2, 1.3, 1.1, 3.5, 5.0]",L,Turkey,9513,272,15,Increasing,1.6278574819544738
174,Comfort Fit,trouser,115.09,"[3.8, 5.0, 5.0, 2.3, 2.0, 3.0, 5.0, 4.4, 1.6, 5.0]",XS,Turkey,2799,397,41,Stable,2.1737621653427044
175,Comfort Fit,tapered,71.36000000000001,"[1.3, 5.0, 4.1, 1.0, 4.2, 4.4, 3.6, 1.4, 2.1, 4.2]",XS,Turkey,2396,102,48,Increasing,1.6686869882431197
176,Blue Threads,tapered,19.759999999999998,"[5.0, 4.9, 4.4, 1.4, 5.0, 5.0, 2.4, 3.9, 4.8, 3.4]",S,Vietnam,131,451,60,Increasing,2.4706194265908237
177,Modern Denim,jogger,49.8,"[5.0, 1.3, 3.0, 1.7, 1.3, 4.1, 3.1, 5.0, 5.0, 4.9]",M,Mexico,4712,440,11,Increasing,1.9311564981655658
178,Classic Cuts,skinny,41.18,"[3.0, 2.8, 2.7, 1.9, 5.0, 3.1, 4.7, 2.6, 4.0, 1.4]",M,China,5515,137,5,Decreasing,1.660488561984543
179,Jeans Unlimited,wide,108.81,"[1.9, 2.1, 5.0, 2.3, 3.0, 2.8, 1.1, 3.5, 1.9, 4.0]",XL,China,6036,312,36,Stable,1.3759628057595679
180,Trendy Tailors,straight,125.11,"[4.9, 2.4, 4.1, 4.9, 5.0, 1.5, 2.8, 5.0, 5.0, 2.6]",XL,Bangladesh,3731,235,36,Increasing,2.27670544815825
181,Blue Threads,flared,115.95,"[5.0, 5.0, 4.0, 5.0, 2.3, 3.9, 4.4, 1.1, 1.9, 1.8]",XL,Mexico,4557,64,26,Stable,1.9311564981655658
182,Urban Style,cropped,98.0,"[4.6, 5.0, 4.5, 2.5, 2.8, 5.0, 4.4, 1.4, 2.1, 5.0]",S,Mexico,3516,325,45,Decreasing,2.192294017303783
183,Jeans Unlimited,paper bag,74.04,"[2.1, 1.3, 1.8, 1.5, 2.7, 2.5, 5.0, 5.0, 1.9, 3.5]",M,China,1537,220,34,Stable,1.3531658917903508
184,Jeans Unlimited,trouser,127.81,"[3.2, 3.7, 4.4, 2.1, 5.0, 5.0, 1.8, 5.0, 1.4, 5.0]",S,Vietnam,6809,47,36,Stable,2.1277826578243912
185,Classic Cuts,jogger,46.11,"[2.3, 3.7, 4.7, 5.0, 4.1, 3.8, 5.0, 1.9, 2.9, 3.9]",XS,Turkey,8625,44,47,Stable,2.192294017303782
186,Jeans Unlimited,sailor,100.61,"[2.2, 3.0, 1.1, 1.9, 5.0, 2.0, 5.0, 1.3, 5.0, 4.5]",L,Bangladesh,3208,354,9,Decreasing,1.6441405685069412
187,Retro Wear,paper bag,19.450000000000003,"[3.4, 3.1, 5.0, 3.7, 4.9, 5.0, 3.0, 5.0, 1.9, 1.8]",S,USA,2030,420,42,Decreasing,2.1461149351943005
188,Modern Denim,cropped,108.59,"[3.9, 3.9, 5.0, 3.7, 4.9, 5.0, 3.0, 2.6, 3.5, 5.0]",M,Vietnam,1217,105,5,Decreasing,2.5005124517910793
189,Classic Cuts,jogger,95.19,"[2.2, 1.1, 4.0, 2.7, 2.6, 5.0, 1.8, 5.0, 1.4, 3.0]",XS,India,4843,30,33,Increasing,1.4685411370735983
190,Comfort Fit,wide,61.21,"[5.0, 5.0, 3.9, 1.9, 1.9, 4.4, 4.5, 5.0, 2.7, 1.3]",M,Mexico,6973,295,19,Decreasing,2.0372840673575583
191,Trendy Tailors,trouser,127.81000000000002,"[2.4, 1.1, 2.2, 4.3, 2.1, 3.5, 3.1, 5.0, 5.0, 1.2]",L,India,5469,94,26,Increasing,1.555379671681277
192,Modern Denim,tapered,149.32999999999998,"[2.7, 1.9, 4.2, 5.0, 5.0, 1.7, 1.2, 2.7, 1.7, 4.5]",L,Turkey,8063,283,20,Decreasing,1.6116390261603502
193,Comfort Fit,wide,120.65,"[3.6, 5.0, 3.1, 5.0, 1.5, 1.9, 5.0, 1.4, 2.3, 3.0]",M,USA,9779,330,51,Increasing,1.7099249185653855
194,Denim Co.,straight,113.69000000000001,"[3.2, 1.3, 4.2, 5.0, 5.0, 4.9, 4.3, 2.7, 4.8, 2.5]",S,USA,4740,95,60,Stable,2.248380532697135
195,Denim Co.,jogger,126.07000000000001,"[4.9, 3.2, 1.0, 4.8, 2.6, 1.5, 4.5, 5.0, 5.0, 5.0]",M,Bangladesh,1691,259,42,Decreasing,2.2109071213927494
196,Retro Wear,cropped,47.36,"[4.3, 2.4, 3.9, 5.0, 5.0, 1.2, 1.5, 1.3, 4.4, 1.1]",XS,China,9397,-35,54,Stable,1.57137393454821
197,Denim Co.,flared,21.759999999999998,"[5.0, 2.8, 2.0, 1.8, 4.7, 5.0, 5.0, 3.8, 3.7, 1.9]",S,Vietnam,8864,261,40,Decreasing,2.046248155271118
198,Urban Style,flared,23.159999999999997,"[4.8, 4.5, 2.6, 5.0, 2.8, 4.4, 5.0, 5.0, 2.3, 4.6]",S,India,2866,386,0,Decreasing,2.550832758625188
199,Trendy Tailors,paper bag,113.5,"[2.6, 3.6, 2.9, 5.0, 4.8, 4.6, 1.5, 3.3, 1.5, 2.8]",S,Turkey,7409,294,19,Stable,1.7767675702988823
0,Trendy Tailors,tapered,105.88000000000001,"[3.7, 1.7, 5.0, 1.1, 1.2, 3.5, 1.4, 1.9, 1.2, 4.2]",XL,Mexico,9407,130,50,Decreasing,1.1757483926975425
1,Urban Style,tapered,124.7,"[1.3, 5.0, 5.0, 2.4, 2.3, 4.7, 2.1, 2.8, 2.6, 5.0]",XS,Bangladesh,3731,25,12,Stable,1.8276076282199698
2,Blue Threads,cropped,61.53,"[4.1, 4.6, 2.3, 3.3, 3.0, 1.5, 4.9, 5.0, 5.0, 4.8]",L,Bangladesh,5603,32,25,Increasing,2.305222374505112
3,Trendy Tailors,wide,91.09,"[3.0, 3.1, 1.4, 4.9, 4.5, 4.9, 4.1, 5.0, 5.0, 3.1]",S,USA,396,394,4,Stable,2.353186562210347
4,Blue Threads,flared,31.26,"[2.7, 3.1, 1.2, 1.3, 1.9, 1.8, 1.5, 5.0, 2.5, 4.9]",XL,USA,7497,435,10,Increasing,1.2486042262134758
5,Denim Co.,flared,73.49,"[5.0, 1.2, 4.7, 5.0, 3.4, 5.0, 3.0, 4.8, 3.6, 4.4]",XS,Mexico,3496,197,41,Decreasing,2.460703847028781
6,Classic Cuts,cropped,56.97,"[1.6, 1.9, 3.7, 2.8, 1.6, 1.4, 1.9, 2.8, 5.0, 1.5]",XL,Bangladesh,1642,498,3,Stable,1.1256553419911783
7,Blue Threads,paper bag,125.82999999999998,"[1.9, 5.0, 3.7, 1.3, 4.7, 4.3, 3.2, 5.0, 5.0, 3.4]",XL,Turkey,6598,418,18,Stable,2.2109071213927494
8,Denim Co.,tapered,138.04,"[2.1, 5.0, 2.5, 2.0, 5.0, 1.1, 4.9, 5.0, 3.5, 1.2]",XS,China,9928,539,54,Stable,1.7515761848244598
9,Urban Style,sailor,87.27,"[3.7, 4.6, 1.4, 5.0, 1.3, 5.0, 1.8, 5.0, 2.9, 3.4]",XL,USA,4529,344,60,Decreasing,1.905031866199602
10,Denim Co.,flared,139.86,"[3.3, 4.7, 5.0, 2.3, 3.8, 1.0, 3.7, 3.0, 3.2, 2.0]",L,Turkey,9193,181,15,Decreasing,1.7265355336513357
11,Blue Threads,straight,114.09,"[5.0, 4.7, 3.5, 4.0, 1.1, 2.9, 1.9, 5.0, 1.9, 5.0]",S,China,8973,60,46,Increasing,1.9838907373057266
12,Vintage Vogue,sailor,109.55,"[1.0, 1.9, 1.5, 5.0, 1.8, 1.9, 4.6, 3.8, 3.7, 5.0]",L,Bangladesh,8618,171,23,Decreasing,1.5793949580542779
13,Vintage Vogue,tapered,108.11,"[4.4, 5.0, 4.5, 3.1, 4.2, 3.9, 5.0, 1.1, 2.1, 4.8]",L,Bangladesh,3878,68,47,Decreasing,2.267242637500627
14,Blue Threads,paper bag,109.82,"[2.9, 3.7, 5.0, 5.0, 3.1, 3.9, 3.1, 5.0, 1.2, 4.7]",M,USA,1056,432,2,Decreasing,2.2202444088498448
15,Blue Threads,tapered,44.82,"[2.2, 1.0, 5.0, 1.5, 3.6, 5.0, 1.0, 1.8, 4.0, 1.9]",M,India,1059,288,60,Increasing,1.3305072660710398
16,Modern Denim,jogger,133.57,"[4.9, 2.6, 4.8, 3.4, 3.3, 3.5, 5.0, 1.0, 5.0, 1.9]",M,China,7168,164,7,Stable,2.0194120848938413
17,Trendy Tailors,jogger,142.62,"[2.3, 3.8, 3.9, 1.4, 5.0, 3.7, 4.7, 1.6, 5.0, 1.1]",M,Mexico,8266,182,31,Increasing,1.7683536175558443
18,Retro Wear,paper bag,124.78,"[1.4, 5.0, 2.5, 1.6, 3.4, 1.6, 4.4, 1.3, 4.8, 4.8]",L,USA,7264,356,43,Decreasing,1.6278574819544736
19,Comfort Fit,cropped,103.83000000000001,"[3.7, 4.1, 3.1, 5.0, 1.7, 4.5, 1.6, 3.5, 2.9, 1.9]",XS,India,420,463,45,Increasing,1.7265355336513355
20,Denim Co.,wide,146.94,"[2.4, 2.3, 2.5, 5.0, 3.5, 1.2, 2.5, 4.3, 3.1, 4.5]",M,Vietnam,8149,434,4,Decreasing,1.6686869882431197
21,Retro Wear,cropped,134.6,"[3.1, 5.0, 2.3, 5.0, 4.1, 2.2, 5.0, 2.5, 1.4, 4.4]",XS,Turkey,9114,271,51,Decreasing,1.9838907373057266
22,Comfort Fit,skinny,17.54,"[3.5, 2.1, 3.6, 4.1, 4.6, 3.1, 2.9, 2.9, 5.0, 2.4]",L,Bangladesh,9370,411,23,Decreasing,1.9137222888350394
23,Vintage Vogue,straight,53.97,"[5.0, 2.7, 1.8, 1.3, 5.0, 4.5, 1.2, 2.3, 3.8, 3.4]",M,India,5558,269,3,Stable,1.6441405685069412
24,Classic Cuts,skinny,56.97,"[3.3, 2.9, 3.9, 2.8, 4.8, 4.2, 5.0, 5.0, 2.7, 3.5]",XL,Bangladesh,620,150,40,Stable,2.267242637500627
25,Classic Cuts,wide,105.25,"[1.4, 3.2, 5.0, 4.6, 2.2, 2.2, 2.8, 3.8, 4.0, 2.3]",XL,China,2844,63,58,Increasing,1.6851328849994185
26,Comfort Fit,paper bag,127.61,"[1.7, 4.3, 3.3, 3.0, 4.2, 5.0, 3.3, 3.9, 2.4, 2.7]",M,Vietnam,5960,343,12,Stable,1.879066581787766
27,Urban Style,sailor,49.03,"[3.3, 1.0, 3.0, 5.0, 4.4, 3.6, 3.4, 3.4, 4.6, 2.8]",XL,Bangladesh,3338,127,33,Decreasing,1.939900412651872
28,Urban Style,flared,22.87,"[2.6, 2.8, 4.6, 2.9, 5.0, 5.0, 3.9, 3.3, 3.6, 5.0]",XL,India,6213,73,0,Increasing,2.324341997764146
29,Jeans Unlimited,jogger,123.97,"[3.5, 5.0, 5.0, 1.6, 2.4, 5.0, 4.0, 3.8, 1.8, 2.0]",M,India,6142,221,6,Stable,1.905031866199601
30,Urban Style,paper bag,77.84,"[3.4, 2.7, 2.4, 2.5, 5.0, 4.2, 2.2, 3.8, 5.0, 2.0]",XL,Turkey,4742,45,50,Stable,1.8276076282199698
31,Comfort Fit,cropped,109.05000000000001,"[4.8, 2.8, 2.7, 2.3, 3.5, 5.0, 3.8, 5.0, 2.2, 2.2]",L,Bangladesh,9881,410,1,Decreasing,1.9224304783699333
32,Urban Style,cropped,126.22,"[1.9, 4.2, 1.3, 3.2, 5.0, 2.1, 1.7, 4.5, 5.0, 2.9]",L,Bangladesh,8562,131,9,Increasing,1.7099249185653853
33,Comfort Fit,cropped,71.92,"[4.7, 5.0, 2.3, 2.6, 5.0, 3.1, 5.0, 4.8, 1.7, 2.0]",XL,Vietnam,159,495,34,Stable,2.091352798051915
34,Comfort Fit,trouser,92.61,"[2.8, 3.7, 3.6, 5.0, 4.3, 4.7, 1.2, 5.0, 2.5, 1.1]",XL,Turkey,5436,404,43,Increasing,1.8877040734336523
35,Comfort Fit,wide,48.14,"[5.0, 1.7, 3.0, 4.1, 5.0, 3.8, 3.9, 3.9, 3.1, 3.8]",M,Turkey,7133,17,18,Decreasing,2.192294017303782
36,Retro Wear,straight,88.36,"[4.6, 1.9, 3.7, 4.7, 3.4, 5.0, 3.9, 5.0, 2.2, 2.7]",XL,Bangladesh,7475,356,6,Decreasing,2.1737621653427057
37,Vintage Vogue,wide,36.089999999999996,"[5.0, 2.9, 1.6, 3.3, 1.2, 5.0, 5.0, 1.5, 3.4, 3.1]",S,Vietnam,8716,323,61,Increasing,1.7265355336513357
38,Retro Wear,wide,110.44999999999999,"[2.7, 2.1, 4.9, 1.5, 1.9, 5.0, 3.6, 4.9, 1.1, 4.5]",S,China,132,128,9,Increasing,1.7432126128170133
39,Blue Threads,straight,72.33,"[4.1, 1.3, 3.9, 2.4, 3.8, 3.0, 5.0, 5.0, 3.9, 5.0]",S,China,9937,54,52,Stable,2.201590360105674
40,Jeans Unlimited,tapered,71.84,"[4.8, 5.0, 3.6, 2.7, 4.7, 5.0, 2.9, 5.0, 5.0, 1.9]",XS,USA,1151,272,26,Decreasing,2.5105261539470853
41,Jeans Unlimited,flared,108.44999999999999,"[1.2, 4.2, 1.7, 3.8, 5.0, 2.4, 3.2, 5.0, 3.2, 2.7]",XL,Mexico,6225,290,42,Stable,1.7599565045395236
42,Vintage Vogue,skinny,91.52000000000001,"[2.3, 4.8, 3.6, 5.0, 1.9, 2.3, 1.3, 2.6, 3.4, 2.3]",M,Turkey,7801,432,25,Increasing,1.5235815007292683
43,Denim Co.,cropped,35.129999999999995,"[3.4, 5.0, 4.3, 2.4, 2.6, 5.0, 5.0, 4.2, 2.3, 2.3]",M,India,6258,382,26,Decreasing,2.1186459944846874
44,Vintage Vogue,cropped,103.73,"[5.0, 2.7, 3.5, 3.2, 5.0, 5.0, 4.5, 1.9, 1.8, 1.3]",XS,Vietnam,510,254,14,Decreasing,1.8877040734336514
45,Urban Style,jogger,138.49,"[5.0, 1.9, 5.0, 1.1, 3.2, 2.4, 3.3, 1.9, 5.0, 2.3]",S,Vietnam,9918,65,27,Increasing,1.652306434175613
46,Jeans Unlimited,trouser,57.25999999999999,"[1.5, 1.1, 4.3, 5.0, 4.0, 2.3, 4.9, 5.0, 2.1, 2.9]",S,Turkey,7562,219,31,Stable,1.8190916143115734
47,Vintage Vogue,cropped,115.8,"[4.1, 2.1, 2.1, 2.3, 4.4, 5.0, 4.0, 2.8, 4.1, 4.8]",XS,China,6734,58,25,Stable,2.0462481552711163
48,Denim Co.,wide,75.54,"[4.1, 2.6, 1.0, 5.0, 2.8, 2.2, 4.0, 3.5, 5.0, 1.1]",L,Bangladesh,5797,381,49,Decreasing,1.6686869882431197
49,Blue Threads,trouser,72.08999999999999,"[4.1, 3.9, 2.8, 2.1, 5.0, 5.0, 5.0, 3.3, 3.5, 3.5]",L,Turkey,5504,382,40,Stable,2.27670544815825
50,Modern Denim,paper bag,90.85,"[2.2, 3.2, 3.6, 4.9, 1.1, 4.6, 5.0, 3.8, 1.4, 3.2]",L,USA,4680,309,33,Stable,1.8105927367269654
51,Modern Denim,flared,101.89999999999999,"[3.7, 4.4, 2.0, 5.0, 3.1, 2.0, 3.6, 4.0, 5.0, 5.0]",L,Turkey,1266,437,54,Stable,2.2389810021803473
52,Denim Co.,paper bag,106.36999999999999,"[1.7, 5.0, 2.1, 2.9, 2.1, 5.0, 4.7, 1.2, 2.4, 1.2]",L,China,716,175,52,Increasing,1.429695474265731
53,Blue Threads,skinny,21.38,"[1.4, 1.6, 3.6, 2.8, 1.2, 5.0, 2.8, 3.2, 1.9, 4.9]",XS,USA,6890,354,41,Increasing,1.4374334993047326
54,Modern Denim,cropped,149.76999999999998,"[3.4, 5.0, 3.1, 3.1, 4.5, 4.9, 1.9, 1.9, 1.7, 2.1]",S,Bangladesh,3133,12,22,Decreasing,1.6933804317911663
55,Denim Co.,sailor,107.12,"[4.9, 3.0, 4.2, 5.0, 5.0, 3.2, 4.2, 2.3, 3.7, 5.0]",XL,Mexico,6022,337,48,Stable,2.5005124517910793
56,Comfort Fit,wide,38.260000000000005,"[1.1, 3.4, 5.0, 2.9, 4.8, 4.0, 1.3, 2.4, 2.9, 5.0]",XL,USA,9199,455,27,Stable,1.7936461848862064
57,Denim Co.,wide,150.34,"[3.1, 3.7, 5.0, 2.7, 3.8, 1.1, 1.7, 2.3, 4.3, 1.5]",XL,Vietnam,27,251,48,Decreasing,1.4998986039218278
58,Trendy Tailors,cropped,68.56,"[4.3, 3.6, 5.0, 3.6, 3.3, 2.5, 1.6, 3.9, 1.3, 1.2]",M,India,595,92,40,Decreasing,1.5874319485779078
59,Comfort Fit,tapered,137.12,"[5.0, 5.0, 1.0, 3.1, 2.5, 1.4, 2.9, 4.5, 5.0, 4.9]",M,Vietnam,811,17,48,Stable,2.0105040344391902
60,Modern Denim,straight,137.04000000000002,"[1.6, 5.0, 4.6, 1.9, 1.3, 2.8, 5.0, 5.0, 4.8, 4.5]",XS,Turkey,4260,167,13,Stable,2.118645994484688
61,Vintage Vogue,tapered,21.03,"[2.0, 1.9, 3.9, 4.2, 3.9, 1.9, 5.0, 2.0, 4.0, 3.8]",XS,Turkey,906,140,46,Stable,1.7767675702988823
62,Modern Denim,trouser,72.12,"[1.1, 5.0, 2.1, 5.0, 1.9, 1.6, 3.3, 3.2, 3.3, 5.0]",S,Bangladesh,4893,291,48,Increasing,1.6851328849994185
63,Urban Style,wide,106.32,"[2.1, 4.7, 5.0, 2.0, 5.0, 3.1, 4.3, 1.5, 4.0, 4.5]",M,China,9205,120,25,Stable,2.091352798051915
64,Retro Wear,sailor,45.19,"[5.0, 4.7, 4.4, 5.0, 4.7, 2.6, 1.2, 3.5, 2.3, 4.6]",S,China,3635,230,51,Stable,2.257801038744198
65,Vintage Vogue,straight,134.94,"[3.2, 1.4, 3.1, 4.3, 5.0, 2.2, 4.4, 5.0, 4.4, 5.0]",L,Bangladesh,7131,338,58,Decreasing,2.257801038744198
66,Trendy Tailors,wide,102.5,"[1.7, 1.8, 3.6, 5.0, 2.7, 3.3, 3.1, 2.7, 3.2, 5.0]",S,Turkey,3145,366,44,Stable,1.7348657437456332
67,Comfort Fit,skinny,38.1,"[1.4, 3.3, 3.0, 4.7, 5.0, 4.9, 4.5, 4.3, 1.4, 2.9]",S,Mexico,480,495,56,Stable,2.0194120848938413
68,Vintage Vogue,flared,40.71,"[5.0, 1.9, 1.7, 3.3, 4.6, 4.6, 5.0, 3.9, 1.5, 3.0]",XS,Vietnam,9469,337,24,Stable,1.939900412651872
69,Urban Style,jogger,118.63,"[1.7, 1.5, 2.0, 3.4, 5.0, 3.6, 1.7, 2.4, 4.1, 4.9]",XS,Turkey,4728,515,3,Decreasing,1.5874319485779074
70,Modern Denim,trouser,141.58999999999997,"[5.0, 2.9, 1.6, 2.1, 4.9, 4.2, 3.9, 3.6, 1.6, 3.2]",S,Vietnam,9466,25,16,Stable,1.8105927367269663
71,Vintage Vogue,jogger,55.68,"[2.1, 1.3, 5.0, 4.3, 5.0, 2.2, 4.4, 4.5, 2.9, 1.6]",M,India,2826,235,10,Decreasing,1.8361408309936622
72,Urban Style,straight,84.39999999999999,"[3.9, 3.5, 4.3, 1.4, 2.8, 3.6, 4.5, 5.0, 5.0, 3.1]",S,India,4801,4,7,Stable,2.1737621653427044
73,Classic Cuts,wide,42.5,"[2.0, 4.5, 2.9, 5.0, 2.0, 3.1, 2.7, 3.0, 3.1, 1.4]",L,Turkey,150,356,8,Decreasing,1.5394489327109562
74,Urban Style,cropped,117.72,"[4.3, 2.0, 3.2, 5.0, 4.1, 3.6, 1.3, 2.9, 5.0, 1.0]",M,Mexico,1801,329,37,Increasing,1.7599565045395236
75,Trendy Tailors,skinny,95.95,"[4.4, 2.0, 5.0, 2.8, 4.2, 1.9, 2.1, 4.0, 1.2, 2.9]",XS,Bangladesh,6168,55,20,Stable,1.6035539515683377
76,Trendy Tailors,tapered,100.02,"[3.5, 3.1, 4.9, 2.5, 3.7, 3.1, 1.6, 1.5, 5.0, 4.5]",L,Bangladesh,4543,398,11,Increasing,1.8446912760928613
77,Modern Denim,skinny,79.78,"[4.8, 1.8, 5.0, 1.8, 1.6, 5.0, 5.0, 4.8, 2.2, 2.7]",XL,Vietnam,4096,498,47,Decreasing,1.957442188853983
78,Denim Co.,paper bag,122.02,"[2.9, 2.1, 3.8, 4.9, 5.0, 2.4, 1.9, 5.0, 5.0, 1.1]",L,Bangladesh,2723,47,32,Increasing,1.905031866199602
79,Vintage Vogue,sailor,142.76,"[3.2, 5.0, 2.6, 2.5, 4.8, 1.4, 2.9, 2.5, 3.2, 5.0]",L,China,7227,477,50,Decreasing,1.8190916143115725
80,Comfort Fit,flared,16.090000000000003,"[4.6, 4.3, 2.1, 5.0, 4.5, 2.0, 4.0, 5.0, 1.8, 1.4]",XL,Turkey,6542,226,58,Increasing,1.957442188853983
81,Retro Wear,flared,20.57,"[2.5, 5.0, 4.8, 3.8, 3.8, 1.3, 4.8, 3.6, 3.4, 5.0]",S,USA,3369,77,20,Decreasing,2.257801038744198
82,Retro Wear,skinny,93.07000000000001,"[4.9, 3.6, 3.5, 3.0, 3.7, 4.3, 2.5, 2.9, 1.1, 5.0]",XS,USA,5902,454,62,Decreasing,1.939900412651872
83,Urban Style,trouser,29.93,"[1.0, 5.0, 5.0, 2.3, 5.0, 2.9, 2.9, 1.3, 1.9, 2.5]",S,Vietnam,4102,51,8,Stable,1.5474063755065868
84,Denim Co.,sailor,97.56,"[2.8, 4.5, 3.7, 5.0, 2.2, 5.0, 5.0, 3.0, 4.8, 3.3]",XL,Bangladesh,8390,148,15,Stable,2.38223258194102
85,Urban Style,jogger,62.65,"[5.0, 2.3, 5.0, 4.9, 4.0, 3.2, 3.3, 3.6, 4.5, 3.5]",XS,Bangladesh,8851,-21,24,Decreasing,2.38223258194102
86,Denim Co.,trouser,124.1,"[2.1, 5.0, 3.3, 1.9, 3.6, 2.7, 1.8, 3.3, 5.0, 5.0]",XL,China,2250,100,34,Increasing,1.8704466139817328
87,Urban Style,trouser,138.93,"[3.1, 2.3, 1.8, 1.7, 1.9, 1.7, 5.0, 5.0, 1.4, 5.0]",M,Vietnam,9016,379,61,Decreasing,1.4763570296167658
88,Urban Style,skinny,53.66,"[2.5, 1.1, 2.3, 4.2, 5.0, 5.0, 3.2, 2.4, 2.4, 4.5]",M,Turkey,3633,79,12,Decreasing,1.7767675702988819
89,Retro Wear,paper bag,105.39,"[1.6, 1.2, 4.0, 5.0, 4.4, 3.6, 3.5, 1.9, 5.0, 5.0]",XS,China,3698,78,14,Stable,2.0016145093534483
90,Retro Wear,flared,68.89,"[1.3, 3.2, 3.0, 2.7, 5.0, 4.5, 4.7, 5.0, 4.9, 5.0]",XS,Mexico,10046,131,26,Stable,2.38223258194102
91,Classic Cuts,sailor,90.57000000000001,"[5.0, 5.0, 3.1, 2.6, 1.5, 2.2, 3.0, 2.7, 1.8, 3.4]",S,Mexico,1704,472,21,Increasing,1.5874319485779078
92,Trendy Tailors,straight,133.47,"[2.3, 3.5, 5.0, 5.0, 3.3, 1.1, 1.9, 5.0, 2.9, 1.2]",XL,USA,338,59,30,Decreasing,1.6604885619845433
93,Modern Denim,wide,54.86,"[2.1, 1.4, 3.5, 2.7, 3.9, 4.6, 5.0, 5.0, 1.7, 2.5]",XS,USA,4945,104,60,Increasing,1.7599565045395236
94,Vintage Vogue,skinny,83.61,"[3.8, 3.5, 2.4, 1.1, 4.2, 4.5, 3.3, 5.0, 3.7, 1.3]",M,Turkey,4907,499,46,Decreasing,1.7936461848862064
95,Comfort Fit,straight,100.47,"[3.8, 3.6, 4.6, 4.4, 5.0, 1.7, 2.5, 1.6, 1.7, 4.8]",XL,Bangladesh,1438,339,13,Increasing,1.870446613981732
96,Vintage Vogue,wide,71.17,"[3.1, 4.5, 4.0, 5.0, 5.0, 4.2, 4.2, 4.2, 4.4, 5.0]",XS,Bangladesh,2372,-4,44,Decreasing,2.823543272217697
97,Comfort Fit,wide,84.7,"[4.3, 4.4, 1.2, 5.0, 2.6, 4.6, 2.0, 2.5, 5.0, 1.9]",L,China,3239,455,9,Decreasing,1.8532590179085613
98,Classic Cuts,cropped,20.03,"[4.9, 2.2, 3.2, 2.3, 5.0, 2.3, 4.6, 3.6, 2.7, 4.4]",L,USA,7893,349,44,Stable,2.0016145093534483
99,Classic Cuts,cropped,53.46,"[1.6, 5.0, 3.0, 2.0, 5.0, 5.0, 3.3, 4.5, 2.0, 3.2]",M,Turkey,599,309,43,Increasing,1.9486622873431183
100,Retro Wear,tapered,48.629999999999995,"[4.7, 2.3, 5.0, 4.9, 3.9, 1.1, 4.7, 1.9, 5.0, 4.4]",L,China,8428,149,13,Stable,2.248380532697135
101,Jeans Unlimited,straight,141.89000000000001,"[4.1, 5.0, 3.1, 1.6, 1.6, 2.3, 5.0, 1.8, 4.3, 3.6]",L,China,6653,302,26,Decreasing,1.7599565045395236
102,Urban Style,tapered,61.480000000000004,"[3.1, 4.3, 5.0, 1.3, 3.0, 3.1, 4.9, 2.4, 4.0, 1.4]",XL,Turkey,6140,248,47,Stable,1.7683536175558443
103,Blue Threads,cropped,63.37,"[3.3, 3.5, 3.3, 5.0, 3.6, 4.6, 5.0, 1.5, 5.0, 1.4]",S,India,1350,423,6,Increasing,2.091352798051915
104,Blue Threads,skinny,121.27,"[3.1, 4.6, 3.7, 4.4, 5.0, 2.7, 1.5, 1.5, 1.8, 3.9]",XS,Vietnam,8971,289,13,Decreasing,1.7432126128170133
105,Jeans Unlimited,trouser,51.96,"[2.2, 4.9, 3.7, 4.3, 3.5, 2.5, 5.0, 2.1, 1.1, 5.0]",S,China,4680,301,55,Decreasing,1.9224304783699333
106,Comfort Fit,paper bag,124.52000000000001,"[3.7, 4.0, 2.8, 1.6, 5.0, 1.6, 5.0, 5.0, 2.6, 2.8]",S,Vietnam,4058,221,24,Decreasing,1.905031866199602
107,Classic Cuts,wide,114.27,"[1.1, 2.1, 4.7, 2.7, 3.7, 1.4, 4.2, 5.0, 1.1, 5.0]",XL,Bangladesh,7963,61,27,Decreasing,1.6441405685069412
